Quad_Cat,Num_of_Fixations,Mean_Fixation_Duration,SD_Fixation_Duration,Skew_Fixation_Duration,Max_Fixation_Duration,First_Fixation_Duration,Num_of_Saccade,Mean_Saccade_Duration,SD_Saccade_Duration,Skew_Saccade_Duration,Max_Saccade_Duration,Mean_Saccade_Amplitude,SD_Saccade_Amplitude,Skew_Saccade_Amplitude,Max_Saccade_Amplitude,Mean_Saccade_Direction,SD_Saccade_Direction,Skew_Saccade_Direction,Max_Saccade_Direction,Mean_Saccade_Length,SD_Saccade_Length,Skew_Saccade_Length,Max_Saccade_Length,Num_of_Blink,Mean_Blink_Duration,SD_Blink_Duration,Skew_Blink_Duration,Max_Blink_Duration,Num_of_Microsac,Mean_Microsac_Peak_Vel,SD_Microsac_Peak_Vel,Skew_Microsac_Peak_Vel,Max_Microsac_Peak_Vel,Mean_Microsac_Ampl,SD_Microsac_Ampl,Skew_Microsac_Ampl,Max_Microsac_Ampl,Mean_Microsac_Dir,SD_Microsac_Dir,Skew_Microsac_Dir,Max_Microsac_Dir,Mean_Microsac_H_Amp,SD_Microsac_H_Amp,Skew_Microsac_H_Amp,Max_Microsac_H_Amp,Mean_Microsac_V_Amp,SD_Microsac_V_Amp,Skew_Microsac_V_Amp,Max_Microsac_V_Amp
0,0.336734694,2853,3059.920301,1.360973941,11257,1984,0.346938776,110.7352941,151.2243585,4.474521041,916,13.5779895,11.24093604,4.217357076,72.55331057,0.412031251,2.211793967,-0.150247134,3.129874648,13.57936808,11.24207734,4.217357076,72.56067697,0.030612245,231.6666667,159.5127999,-0.014624745,390,1.642857143,109.307916,80.74233823,0.654735708,333.1779723,6.567991803,7.539374908,3.934204372,67.59055073,12.150252,116.7486311,-0.054905429,179.4571836,-0.205245317,9.953935282,1.650824891,67.32457601,0.002089146,1.018231935,-1.119692174,3.155950949
0,0.32,3016.416667,4646.115076,2.634712339,20002,1933,0.306666667,121.8695652,128.7292099,1.742750338,459,12.96934255,8.110444042,1.686468466,40.60686853,0.527467883,2.20938437,-0.258417774,3.136690065,12.97065934,8.111267503,1.686468466,40.61099138,0.04,110,63.22183167,0.384791848,183,1.84,99.98654861,82.52552343,1.202257817,327.4933954,5.925214623,7.837490221,4.798143909,71.62180096,5.429670263,122.6188004,-0.06253077,179.8240334,-0.101943559,9.805101312,2.828695603,71.60314999,-0.007350164,0.781327266,-0.101672901,2.314854771
3,0.223140496,4375.222222,4789.607767,1.697970075,18357,1130,0.223140496,104.3333333,129.7343439,2.884400023,611,10.50475151,8.338679061,2.545390799,42.28909316,-0.697847358,2.275700498,0.362990629,3.128438129,10.50581807,8.339525694,2.545390799,42.29338681,0.016528926,120,29.69848481,0,141,1.958677686,84.36273736,55.13887546,0.906407331,291.3083617,4.753198838,5.12427915,3.693623444,38.12720514,10.35252191,119.1790413,-0.109103244,179.7593222,-0.151727239,6.815081974,-1.161088327,30.94478713,0.025338849,1.529544358,2.522857618,12.14884965
1,0.244444444,4006.25,4279.285113,2.35014369,21956,4195,0.238888889,86.88372093,113.4105919,5.191276457,769,7.92118406,5.374306799,3.289668913,35.30627681,-0.340938697,2.057715374,0.202408589,3.133258392,7.921988305,5.374852457,3.289668913,35.30986149,0.077777778,147.5714286,140.3417336,1.974680855,575,1.988888889,84.21964005,54.21655337,0.897199863,286.4129172,4.678908288,4.891012208,4.139358966,47.3850323,-2.262406605,116.7150281,-0.019372868,179.9916046,-0.081859128,6.068743862,-1.875471423,21.61195159,-0.156240026,2.980954389,-5.097017482,14.64881942
2,0.354651163,2610.327869,3392.530868,3.154719408,21513,3305,0.348837209,212.1833333,293.3005338,2.720866824,1670,15.84880349,20.72937842,3.08459574,121.1930232,-0.15076314,2.426689296,0.107168029,3.133772924,15.85041263,20.73148309,3.08459574,121.205328,0.122093023,132.952381,95.95075622,1.609043479,387,1.63372093,111.6619546,66.24633268,0.892419193,322.1179912,8.266132937,13.93154964,6.30609341,140.5074596,-10.83423525,111.8605605,0.073958555,179.729667,0.187099374,15.70725419,-1.505925925,112.6765376,-0.349106562,3.919779639,-3.492048929,19.91773965
2,0.408045977,2309.352113,2013.133138,1.416249951,8373,6074,0.408045977,140.4225352,164.5131052,2.242975619,826,11.72306488,12.14856657,3.694301672,72.06162323,-0.226124032,2.244634758,0.111377603,3.140755621,11.72425513,12.14980002,3.694301672,72.06893971,0.074712644,183.9230769,123.9586366,1.525438474,530,2.034482759,116.1430236,66.41346163,1.053141936,367.4867266,7.569526053,11.5745581,6.274589667,123.2361449,7.740408039,116.5683127,-0.066076882,179.9247882,0.407532265,13.61454979,1.896899707,122.5199388,-0.117083491,2.285519406,-4.285286765,13.26695194
2,0.267241379,3691.032258,3556.344532,1.63259124,14854,5454,0.25862069,76.13333333,65.47899549,4.560143906,414,8.694638474,4.028508145,0.173064843,16.40608987,-0.576224652,2.294196881,0.282017577,3.136421769,8.695521248,4.028917163,0.173064843,16.40775559,0.129310345,153.6,106.5114347,1.469790247,446,2.844827586,87.74864557,63.31522819,1.204380623,285.318096,4.27907352,3.555012191,1.777857477,21.61054105,-4.243965451,110.0829756,0.011044613,179.8700206,0.006079321,5.427265591,-0.462996635,18.18618286,-0.103208212,1.198859412,-6.347016987,2.720828299
0,0.218543046,4394.454545,5827.559626,1.590197929,22166,12905,0.21192053,190.46875,156.2085009,0.806847368,568,12.55138079,8.866035654,2.754791115,51.99202384,-0.040200344,2.04934628,0.079808226,3.088216666,12.55265515,8.86693583,2.754791115,51.99730264,0.039735099,125.8333333,76.94521861,0.363774249,244,1.57615894,79.49787514,70.03561759,1.454254751,357.1558835,5.53040523,9.363586861,4.384043633,70.53688121,-4.337290003,116.2411292,0.011465396,179.9737187,0.349783788,9.961607885,3.245932773,64.8299601,-0.071444334,4.353995892,0.212075737,35.10096403
1,0.279503106,3450.044444,3775.228999,1.850396907,18268,766,0.279503106,149.0444444,193.5931718,2.916707481,1070,12.27880234,13.3073741,4.086775255,86.90689879,0.516938802,1.878106387,-0.02293612,3.139367615,12.28004901,13.30872521,4.086775255,86.91572253,0.254658385,182.7560976,145.7114924,1.786669818,738,1.347826087,117.9070746,65.34856938,0.703830829,293.6840204,8.235652317,14.80416746,7.320971617,147.5387988,0.628451289,115.7161824,0.006797156,179.7619089,1.431550194,16.60272526,5.607570343,146.0873594,-0.181897534,2.999344179,-1.720864384,20.64414138
3,0.3375,2825.740741,2649.603724,1.614038724,11970,1152,0.325,147.2692308,200.1748351,2.04304117,784,11.71622015,9.193689421,2.447618618,47.84449193,-0.821610356,2.02013335,0.300992554,3.079954723,11.71740971,9.194622864,2.447618618,47.84934962,0.025,133.5,28.99137803,0,154,2.35,101.4710788,63.55019189,1.375456868,365.4985414,5.663286311,5.397259706,4.910394421,55.88615892,-15.17628808,116.809739,0.092674079,179.9282619,0.080630036,7.430639681,1.489130053,48.23855029,-0.090250054,2.453198148,7.708237708,28.21310209
3,0.293333333,3367.545455,2496.436789,1.051255361,9724,4002,0.28,61.61904762,13.6692216,0.036878027,87,7.017327095,2.941519453,0.61374813,15.06225059,-0.173455142,2.040408993,0.148694403,3.08536614,7.01803957,2.941818108,0.61374813,15.06377988,0.08,218.3333333,144.7738466,0.150287927,417,1.666666667,99.39917743,66.1690468,1.01198229,300.3163494,6.946621133,21.06169498,10.25308402,235.6692092,-12.11906452,111.375515,0.093096527,178.8983118,-1.399834237,21.9801547,-9.561533001,29.28819227,-0.16074179,2.657338797,-2.651393794,14.38319528
1,0.616666667,1061.207207,913.2922376,2.209989261,5841,1905,0.616666667,554.2162162,582.7101323,1.739757816,3095,36.40026506,39.3705527,2.013485984,196.9527237,0.021575103,1.975930561,-0.037993497,3.140003978,36.40396081,39.37455003,2.013485984,196.9727205,0.066666667,77.91666667,28.4651568,1.663374224,157,1.083333333,162.5472491,70.81513546,0.931764702,453.9331763,13.89521469,12.761607,2.254407814,69.7824297,11.17661055,113.2000984,-0.112174808,179.6234291,-0.928810761,16.81426051,-0.787727136,58.79063246,0.060443987,8.560197644,-1.857643087,33.80050544
0,0.489795918,1780.270833,2069.678871,2.374038158,10884,2736,0.479591837,268.3617021,339.0295886,2.786510856,1924,19.84049163,20.91981588,2.842001676,122.9136431,0.164451664,2.33292954,-0.102777912,3.141330201,19.84250605,20.92193989,2.842001676,122.9261227,0.102040816,80.7,23.98170599,0.567440704,130,1.336734694,115.5373621,62.65762656,0.272467018,262.4887957,7.538498299,7.070582191,3.081347241,56.80965924,-22.53152536,118.1176513,0.20934505,179.9654818,0.010753794,9.961676135,1.209437729,56.78261028,0.019949565,2.826096442,1.268942972,19.49380664
0,0.4,2253.133333,2261.745812,1.579578609,9797,1332,0.4,252.1333333,256.7391986,2.033601385,1228,19.96920545,19.57941957,1.692638886,73.33850147,-0.718146399,2.07302419,0.238458899,3.111942126,19.97123294,19.58140748,1.692638886,73.34594759,0.146666667,114.6363636,56.05581634,1.740392561,268,1.226666667,110.4159956,67.99158049,0.94527693,339.3046327,7.976593602,9.662240064,4.00006257,70.19052363,-23.8625822,121.5257191,0.152294259,179.8161715,-0.96204288,12.27995819,-1.539080655,47.50520437,-0.030817648,2.388115873,0.174791198,10.249353
3,0.388429752,2348.553191,3202.058107,3.271472766,17731,1862,0.380165289,233.3478261,236.3111148,1.267316663,903,14.85425319,14.09946231,1.623765716,56.21147272,-0.900465899,1.96759739,0.391859475,3.109927485,14.85576136,14.10089384,1.623765716,56.21717992,0.157024793,103.8947368,34.91719528,0.334432822,173,1.636363636,89.35861015,45.64088877,0.794833572,232.9283785,7.113903303,10.50981127,4.677085157,88.86628903,-11.41367579,117.2776328,0.077118058,179.9998935,-0.385850677,12.26974796,-1.870904286,59.61309166,-0.017072653,3.198738814,-0.73125915,15.07713621
1,0.494444444,1510.202247,1790.168289,2.582418781,9893,2627,0.494444444,507.4269663,568.8554475,1.766452493,2812,33.93117725,41.63986803,1.837305946,192.4194212,0.01306876,1.893924634,0.1194514,3.140497176,33.93462232,41.64409576,1.837305946,192.4389578,0.166666667,102.2,66.53254324,2.725037765,372,0.994444444,128.7088724,58.1888108,0.650907328,284.7224608,14.20834882,14.8808803,1.831467985,85.64558763,-2.341876519,116.4668555,-0.006612776,179.9541715,-0.76467129,18.63395794,0.337584038,65.68067025,0.26713759,8.741754936,1.461208135,62.40804328
2,0.558139535,1424.479167,1230.062198,1.747723315,5728,1241,0.558139535,365.0416667,431.8649622,2.020033761,2086,23.93614239,31.76614447,2.467343936,168.2190639,-0.288639843,2.158258041,0.149035405,3.140037566,23.93857265,31.76936971,2.467343936,168.2361433,0.284883721,83.67346939,26.27212382,1.073982196,167,0.912790698,117.3894994,60.9708427,0.789010937,317.7907817,9.434238111,12.30358564,4.85151435,112.9185536,-8.857134683,114.2524003,-0.015689052,179.8682446,1.129301712,14.61205041,2.686907953,110.7178461,-0.262242296,5.10545229,-2.560472274,13.76552126
2,0.511494253,1520.325843,1842.820885,3.969305673,13759,1311,0.505747126,437.0681818,446.9104103,1.636767935,2123,27.37038494,26.72204682,2.177338712,153.7886994,0.038964274,2.114771966,0.007544146,3.137224467,27.37316388,26.72475994,2.177338712,153.8043137,0.218390805,76.71052632,20.51486988,1.256703205,143,1.103448276,135.9505388,61.44309299,0.104050176,273.3997786,9.876362338,9.329850837,2.353122748,64.2688953,-8.482415311,118.7218549,0.090000612,179.8603163,-1.257981808,12.65645364,-0.837543371,41.39510118,-0.197492852,4.813017426,-0.630341868,21.57395059
2,0.310344828,3044.083333,3774.469812,2.059864324,17502,7472,0.301724138,199.8,323.7542459,2.331948947,1254,17.25644871,28.94491821,3.249595474,149.3741944,-0.629453623,1.939496852,0.185203684,3.117931518,17.25820077,28.94785701,3.249595474,149.3893605,0.275862069,83.71875,24.1035861,0.927558327,144,1.689655172,76.60546044,47.95272099,1.300036106,263.0159867,6.990148669,22.79771786,11.04992589,299.2600114,-21.65455791,113.7108717,0.122993637,179.8283982,1.444496669,23.7164735,9.910168592,299.090107,-0.152001263,2.055807416,-1.970536436,9.190318015
0,0.311258278,2870.914894,3523.11822,2.218266659,17354,10529,0.304635762,350.0217391,338.9852497,1.94289891,1782,20.29990219,18.95934419,2.007504417,96.31032209,-0.146792392,2.036949522,0.000346036,3.135514067,20.30196326,18.96126915,2.007504417,96.32010057,0.139072848,103.4761905,47.48643917,1.010312667,218,1.039735099,85.94472958,52.89619373,1.520940502,314.6348539,10.49486521,17.09606301,3.751451062,131.6579052,-6.999796015,115.8506663,0.007829244,179.2938898,0.400151646,16.81537504,2.183949269,129.9691081,0.05535766,10.95904383,0.617882775,51.53170784
1,0.534161491,1247.872093,1226.908375,2.615518341,7717,2165,0.527950311,639.9529412,694.8996828,1.839768433,3225,43.77481059,50.47495014,1.600976741,215.2335822,-0.227065288,2.161272088,0.091221533,3.133933792,43.77925509,50.4800749,1.600976741,215.2554351,0.173913043,87.28571429,29.54702109,0.985534135,158,0.931677019,156.5168606,77.75789328,0.600874123,423.386687,13.12659132,18.35212486,5.216102331,168.5211379,-6.183407892,120.8413705,0.035946368,179.8293485,0.761121747,20.49972775,2.080837584,134.0913065,-0.358609678,9.445999139,-8.095067237,26.97357421
3,0.4625,1479.378378,1278.078209,2.030459656,6641,1415,0.45,702.3611111,831.2167382,1.662154775,3227,43.04344042,55.91018353,1.887980569,232.3097432,-0.164850979,1.97554379,-0.038276591,3.09413116,43.04781066,55.91586014,1.887980569,232.3333298,0.15,147.5833333,112.2193131,1.848757577,469,0.9,137.6636598,52.7762909,0.593010027,286.2310034,14.31142719,26.16315641,4.982865809,193.8541664,7.30203654,109.6919233,-0.121379314,176.8091179,-0.824163673,27.1418098,-4.280974005,66.77580236,-0.249726395,12.44010447,-3.415090075,40.66243745
3,0.426666667,1989.90625,2174.858265,1.741497434,9411,787,0.413333333,375.1612903,490.0763952,1.747440581,1942,21.82008014,29.04525607,2.310728355,132.8487586,0.112999735,2.141327448,0.069325423,3.121351108,21.82229555,29.04820506,2.310728355,132.8622468,0.146666667,91,20.77498496,0.075554095,122,1.053333333,108.5023896,50.15862501,0.85233307,241.1976639,10.1171815,15.78311785,4.450627387,106.9819392,0.678084702,111.2911834,0.081351163,179.5252613,-1.357237144,17.00424073,-3.397302594,38.50767477,0.550817156,7.83536998,3.690413031,52.91889987
1,0.594444444,1204.17757,1204.610982,2.941151577,7372,1860,0.594444444,474.3738318,579.2912638,2.877902489,3720,37.07959197,42.03056903,1.81058608,209.7475336,0.183086167,2.044758793,-0.114162517,3.13535892,37.08335669,42.03483643,1.81058608,209.7688294,0.011111111,100,2.828427125,0,102,1.338888889,145.9089791,80.24075004,1.23372421,495.3420698,17.21762856,26.79918931,3.716944947,209.5551972,-0.816023658,118.2901804,-0.018505832,179.9136849,0.984557263,31.17096299,-0.521129171,134.5857152,0.294016102,6.56928326,0.189390759,40.73322924
0,0.540816327,1563.037736,1484.10307,1.763988511,6438,401,0.530612245,292.2307692,254.3084136,1.090122106,1099,24.88044291,18.61550232,0.917763084,73.32612197,-0.640674272,2.028509113,0.210737606,3.137590993,24.88296905,18.61739237,0.917763084,73.33356683,0.010204082,54,,,54,1.224489796,127.1616832,67.67047944,0.34542005,307.3467166,12.8693012,14.2306945,2.062616812,76.30789843,-20.37925185,113.5059331,0.115239031,179.4717836,0.249305181,18.63737489,0.07768802,75.89502566,-0.0986854,4.695076096,-0.603812511,24.48531568
0,0.4,2318.333333,4360.135693,3.906468345,23508,396,0.386666667,195.0689655,232.3670021,1.927663732,954,16.78397945,21.71400697,2.821354452,108.8316794,-0.518693403,2.206229513,0.212952187,3.140009664,16.78568354,21.71621162,2.821354452,108.8427292,0.013333333,74,,,74,1.626666667,76.10585897,58.05887318,1.478263419,251.3823562,7.033612332,12.90407468,5.498227363,114.5000881,-17.07335822,116.2494566,0.122239459,179.873395,0.79029994,14.60900182,3.980288254,114.2004833,-0.046100495,1.525113386,2.04620288,8.277569479
3,0.355371901,2702.55814,3531.261337,3.779533064,21841,434,0.355371901,113.5116279,125.8724547,3.418066002,742,9.766420969,7.603099518,2.280693875,36.86243819,-0.424888744,2.367031943,0.242317187,3.139941827,9.767412563,7.603871468,2.280693875,36.86618087,0.107438017,381.3076923,350.2012242,1.102043115,1086,1.537190083,80.47013539,46.73997388,0.977025546,233.4791241,5.216168721,6.042588166,4.603479087,49.51570313,-13.50940067,115.3988841,0.062306871,179.7939144,-0.673527936,7.904020967,-2.424346364,24.43338213,0.009773518,0.956150604,2.020642137,6.720661982
1,0.522222222,1552.212766,1428.239889,2.156267929,8839,3052,0.516666667,364.2688172,402.8545735,1.364653721,1583,26.59510673,30.48207925,1.804489918,139.4798703,0.012445683,2.048005914,0.001109796,3.140883137,26.59780696,30.48517412,1.804489918,139.4940318,0.005555556,86,,,86,1.383333333,97.91188813,53.46563384,1.035156538,272.7731285,12.29121477,19.111952,2.918900652,116.05661,-8.719481307,119.928035,0.048416476,179.9693006,0.903990544,21.61671928,0.099433025,95.97326863,-0.219053735,6.983753113,-0.430634743,39.76190702
2,0.436046512,1878.96,2041.099614,3.523755815,14514,2443,0.430232558,417.7567568,476.4479535,2.074874039,2557,27.86172664,32.14728322,2.152365133,153.933637,-0.083184851,1.945760699,-0.01908675,3.138660319,27.86455547,32.15054716,2.152365133,153.949266,0.005813953,71,,,71,1.23255814,97.55346125,65.68179251,1.607714911,376.5414968,14.92798609,26.73358618,3.504908922,184.0053939,6.644382875,116.9816948,-0.007991114,179.9297,0.780571446,29.65446849,-0.607743832,151.2919059,-0.005770066,7.650691316,-0.96635364,34.30057012
2,0.528735632,1661.097826,1538.296461,1.604469046,7066,5455,0.534482759,222.655914,307.5769078,2.543310781,1776,15.01236467,19.55301588,3.27994355,124.3827189,-0.09244073,2.134683889,0.038683647,3.138788074,15.01388889,19.55500111,3.27994355,124.3953476,0.005747126,90,,,90,1.977011494,91.10268322,54.70503395,1.391422999,355.2413277,7.464463904,13.04403734,6.037054133,129.3946302,-14.39108963,115.2272391,0.079651333,179.9135897,0.075928541,14.47315717,-0.757164153,120.5543291,0.000813051,4.064358529,-0.210334412,30.26088223
2,0.439655172,2112.764706,1997.337464,1.887064929,9181,935,0.431034483,175.26,220.6538345,2.100602631,1010,15.99269252,19.20455312,2.953247275,108.7607806,-1.007857006,2.275701824,0.576387981,3.135724883,15.99431627,19.20650298,2.953247275,108.7718231,0.00862069,60,,,60,2.034482759,79.14254647,48.55280169,1.582151364,297.5512745,6.57037007,11.367572,5.52005693,112.1255256,-17.8730714,105.2009281,7.17E-06,179.63107,0.266478084,12.81040113,1.543504395,112.1203957,-0.028036262,2.891086907,-2.883522797,16.21639695
0,0.350993377,2452.037736,2842.313352,2.56424531,15510,5696,0.344370861,404.5192308,390.6318406,1.110126672,1485,29.93127437,30.69406088,1.150516368,120.6055534,-0.107792005,2.114857213,0.030280537,3.064519365,29.93431332,30.69717727,1.150516368,120.6177986,0.01986755,143.6666667,40.80849585,-0.216747037,179,1.099337748,101.2834831,76.32464131,1.31538049,336.9231515,14.82873357,23.41383067,2.745695337,135.7436402,-2.615724544,114.6525104,0.053897606,179.7709906,0.305602416,24.45803729,0.868230811,135.7338087,-0.319725878,13.07036794,-0.65473095,57.69363994
